Date,Location,Highest Infection Count,Percent Population Infected,Population
3/12/2021,Slovenia,199004,9.572415067,2078932
3/24/2021,Luxembourg,59907,9.570175214,625976
4/18/2021,United States,31670031,9.567908682,331002647
2/11/2021,San Marino,3247,9.567446520,33938
3/21/2021,Israel,827772,9.563492334,8655541
3/20/2021,Israel,827220,9.557114916,8655541
4/17/2021,United States,31628013,9.555214524,331002647
12/14/2020,Andorra,7382,9.554131884,77265
12/15/2020,Andorra,7382,9.554131884,77265
3/19/2021,Israel,826609,9.550055854,8655541
4/16/2021,United States,31575640,9.539391992,331002647
2/5/2021,Czechia,1021477,9.538507021,10708982
3/18/2021,Israel,825562,9.537959557,8655541
3/11/2021,Slovenia,198234,9.535376818,2078932
4/13/2021,Serbia,648745,9.533923836,6804596
3/23/2021,Luxembourg,59662,9.531036334,625976
4/16/2021,Bahrain,162089,9.525776880,1701583
1/27/2021,Montenegro,59825,9.525333486,628062
3/17/2021,Israel,824178,9.521969799,8655541
4/15/2021,United States,31495649,9.515225720,331002647
4/28/2021,Sweden,960520,9.510786423,10099270
3/16/2021,Israel,822703,9.504928692,8655541
3/22/2021,Luxembourg,59497,9.504677496,625976
12/13/2020,Andorra,7338,9.497185013,77265
3/10/2021,Slovenia,197374,9.494009424,2078932
4/14/2021,United States,31421360,9.492782092,331002647
3/15/2021,Israel,820913,9.484248298,8655541
4/12/2021,Serbia,645173,9.481429904,6804596
4/13/2021,United States,31345985,9.470010371,331002647
2/10/2021,San Marino,3213,9.467263834,33938
2/4/2021,Czechia,1013352,9.462636131,10708982
3/14/2021,Israel,818977,9.461881123,8655541
4/15/2021,Bahrain,160934,9.457898909,1701583
3/13/2021,Israel,817799,9.448271344,8655541
3/9/2021,Slovenia,196421,9.448168579,2078932
4/12/2021,United States,31268107,9.446482463,331002647
4/27/2021,Sweden,953254,9.438840629,10099270
4/11/2021,Serbia,642208,9.437856414,6804596
1/26/2021,Montenegro,59262,9.435692655,628062
12/12/2020,Andorra,7288,9.432472659,77265
3/12/2021,Israel,816198,9.429774522,8655541
4/11/2021,United States,31197877,9.425265110,331002647
3/19/2021,Luxembourg,58955,9.418092706,625976
3/20/2021,Luxembourg,58955,9.418092706,625976
3/21/2021,Luxembourg,58955,9.418092706,625976
3/8/2021,Slovenia,195678,9.412429074,2078932
4/10/2021,United States,31151497,9.411253137,331002647
3/11/2021,Israel,814250,9.407268708,8655541
3/7/2021,Slovenia,195468,9.402327734,2078932
4/14/2021,Bahrain,159964,9.400893168,1701583
4/10/2021,Serbia,639476,9.397707079,6804596
4/9/2021,United States,31084962,9.391152089,331002647
2/9/2021,San Marino,3187,9.390653545,33938
3/6/2021,Slovenia,195086,9.383952914,2078932
3/10/2021,Israel,811492,9.375404726,8655541
3/18/2021,Luxembourg,58674,9.373202806,625976
2/3/2021,Czechia,1003657,9.372104650,10708982
4/8/2021,United States,31002264,9.366167999,331002647
12/11/2020,Andorra,7236,9.365171811,77265
4/9/2021,Serbia,636418,9.352766865,6804596
1/25/2021,Montenegro,58697,9.345733383,628062
4/7/2021,United States,30922386,9.342035866,331002647
3/5/2021,Slovenia,194165,9.339651321,2078932
3/9/2021,Israel,808262,9.338087590,8655541
4/13/2021,Bahrain,158789,9.331839822,1701583
3/17/2021,Luxembourg,58408,9.330709165,625976
4/6/2021,United States,30847348,9.319365957,331002647
12/10/2020,Andorra,7190,9.305636446,77265
4/8/2021,Serbia,633013,9.302727157,6804596
3/8/2021,Israel,805116,9.301740931,8655541
4/5/2021,United States,30786804,9.301074864,331002647
3/4/2021,Slovenia,193285,9.297321894,2078932
4/23/2021,Sweden,938343,9.291196294,10099270
4/24/2021,Sweden,938343,9.291196294,10099270
4/25/2021,Sweden,938343,9.291196294,10099270
4/26/2021,Sweden,938343,9.291196294,10099270
2/2/2021,Czechia,994514,9.286727721,10708982
1/24/2021,Montenegro,58316,9.285070582,628062
3/16/2021,Luxembourg,58111,9.283263256,625976
4/4/2021,United States,30709125,9.277607076,331002647
4/12/2021,Bahrain,157729,9.269544888,1701583
12/9/2020,Andorra,7162,9.269397528,77265
4/3/2021,United States,30674153,9.267041602,331002647
3/7/2021,Israel,801575,9.260830721,8655541
3/15/2021,Luxembourg,57926,9.253709407,625976
4/7/2021,Serbia,629388,9.249454339,6804596
3/3/2021,Slovenia,192266,9.248306342,2078932
4/2/2021,United States,30611086,9.247988280,331002647
2/8/2021,San Marino,3137,9.243326065,33938
3/6/2021,Israel,799727,9.239480236,8655541
4/22/2021,Sweden,932076,9.229142304,10099270
4/1/2021,United States,30541255,9.226891470,331002647
12/8/2020,Andorra,7127,9.224098880,77265
1/23/2021,Montenegro,57929,9.223452462,628062
2/1/2021,Czechia,987329,9.219634509,10708982
2/6/2021,San Marino,3127,9.213860569,33938
2/7/2021,San Marino,3127,9.213860569,33938
3/31/2021,United States,30462210,9.203010996,331002647
3/5/2021,Israel,796465,9.201793395,8655541
4/30/2021,Estonia,122019,9.198297223,1326539
4/6/2021,Serbia,625773,9.196328482,6804596
1/31/2021,Czechia,984774,9.195776032,10708982
4/11/2021,Bahrain,156462,9.195084812,1701583
3/2/2021,Slovenia,191056,9.190103380,2078932
3/12/2021,Luxembourg,57503,9.186134932,625976
3/13/2021,Luxembourg,57503,9.186134932,625976
3/14/2021,Luxembourg,57503,9.186134932,625976
3/30/2021,United States,30395171,9.182757684,331002647
4/29/2021,Estonia,121657,9.171008165,1326539
12/7/2020,Andorra,7084,9.168446256,77265
2/4/2021,San Marino,3111,9.166715776,33938
2/5/2021,San Marino,3111,9.166715776,33938
3/4/2021,Israel,793407,9.166463425,8655541
3/29/2021,United States,30333922,9.164253602,331002647
1/30/2021,Czechia,980714,9.157863931,10708982
3/11/2021,Luxembourg,57321,9.157060335,625976
3/1/2021,Slovenia,190324,9.154892993,2078932
4/21/2021,Sweden,924340,9.152542709,10099270
1/22/2021,Montenegro,57482,9.152281144,628062
3/28/2021,United States,30264493,9.143278241,331002647
2/28/2021,Slovenia,190081,9.143204299,2078932
4/28/2021,Estonia,121232,9.138969906,1326539
4/10/2021,Bahrain,155402,9.132789879,1701583
4/5/2021,Serbia,621375,9.131695695,6804596
3/27/2021,United States,30221396,9.130258103,331002647
12/6/2020,Andorra,7050,9.124441856,77265
2/27/2021,Slovenia,189627,9.121366163,2078932
3/3/2021,Israel,789485,9.121151410,8655541
2/3/2021,San Marino,3094,9.116624433,33938
3/10/2021,Luxembourg,57056,9.114726443,625976
3/26/2021,United States,30158696,9.111315657,331002647
4/27/2021,Estonia,120836,9.109117787,1326539
3/25/2021,United States,30081375,9.087956025,331002647
4/30/2021,Lithuania,247269,9.083121533,2722291
1/29/2021,Czechia,972642,9.082487953,10708982
4/20/2021,Sweden,916830,9.078180898,10099270
3/9/2021,Luxembourg,56822,9.077344818,625976
4/4/2021,Serbia,617669,9.077232506,6804596
2/26/2021,Slovenia,188676,9.075621521,2078932
1/21/2021,Montenegro,56998,9.075218689,628062
4/26/2021,Estonia,120378,9.074591851,1326539
3/2/2021,Israel,785218,9.071853510,8655541
3/24/2021,United States,30013910,9.067574012,331002647
4/9/2021,Bahrain,154280,9.066851279,1701583
12/5/2020,Andorra,7005,9.066200738,77265
4/25/2021,Estonia,120215,9.062304237,1326539
3/8/2021,Luxembourg,56677,9.054180991,625976
4/24/2021,Estonia,120000,9.046096647,1326539
3/23/2021,United States,29926950,9.041302319,331002647
2/2/2021,San Marino,3066,9.034121044,33938
4/29/2021,Lithuania,245896,9.032686072,2722291
2/25/2021,Slovenia,187762,9.031656639,2078932
4/3/2021,Serbia,614365,9.028677088,6804596
3/22/2021,United States,29873347,9.025108189,331002647
4/23/2021,Estonia,119610,9.016696833,1326539
3/1/2021,Israel,779958,9.011083189,8655541
3/21/2021,United States,29821754,9.009521305,331002647
1/20/2021,Montenegro,56579,9.008505530,628062
1/28/2021,Czechia,964660,9.007952390,10708982
12/4/2020,Andorra,6955,9.001488384,77265
3/20/2021,United States,29787986,8.999319573,331002647
4/8/2021,Bahrain,153074,8.995976100,1701583
2/24/2021,Slovenia,187005,8.995243712,2078932
3/5/2021,Luxembourg,56296,8.993316038,625976
3/6/2021,Luxembourg,56296,8.993316038,625976
3/7/2021,Luxembourg,56296,8.993316038,625976
4/22/2021,Estonia,119218,8.987146251,1326539
4/28/2021,Lithuania,244555,8.983426092,2722291
3/19/2021,United States,29732612,8.982590402,331002647
4/2/2021,Serbia,610232,8.967938728,6804596
3/18/2021,United States,29670983,8.963971518,331002647
3/4/2021,Luxembourg,56110,8.963602438,625976
2/28/2021,Israel,775807,8.963125471,8655541
4/21/2021,Estonia,118789,8.954806455,1326539
1/19/2021,Montenegro,56228,8.952619327,628062
3/17/2021,United States,29610445,8.945682238,331002647
2/23/2021,Slovenia,185916,8.942861046,2078932
12/3/2020,Andorra,6904,8.935481783,77265
2/27/2021,Israel,773335,8.934565731,8655541
3/3/2021,Luxembourg,55902,8.930374327,625976
4/7/2021,Bahrain,151931,8.928803355,1701583
1/27/2021,Czechia,956155,8.928533076,10708982
3/16/2021,United States,29551309,8.927816520,331002647
4/27/2021,Lithuania,242926,8.923586788,2722291
4/20/2021,Estonia,118317,8.919225142,1326539
1/31/2021,San Marino,3025,8.913312511,33938
2/1/2021,San Marino,3025,8.913312511,33938
4/16/2021,Sweden,900138,8.912901626,10099270
4/17/2021,Sweden,900138,8.912901626,10099270
4/18/2021,Sweden,900138,8.912901626,10099270
4/19/2021,Sweden,900138,8.912901626,10099270
3/15/2021,United States,29497352,8.911515442,331002647
2/26/2021,Israel,770780,8.905047068,8655541
2/22/2021,Slovenia,185014,8.899473383,2078932
4/1/2021,Serbia,605406,8.897016076,6804596
3/14/2021,United States,29440686,8.894395941,331002647
4/30/2021,Netherlands,1522973,8.888148748,17134873
2/21/2021,Slovenia,184767,8.887592283,2078932
3/2/2021,Luxembourg,55632,8.887241683,625976
1/18/2021,Montenegro,55803,8.884950849,628062
4/26/2021,Lithuania,241872,8.884869399,2722291
3/13/2021,United States,29402465,8.882848904,331002647
4/19/2021,Estonia,117782,8.878894627,1326539
2/25/2021,Israel,767726,8.869763311,8655541
2/20/2021,Slovenia,184352,8.867630110,2078932
3/12/2021,United States,29349533,8.866857491,331002647
4/25/2021,Lithuania,241297,8.863747483,2722291
4/6/2021,Bahrain,150811,8.862982294,1701583
3/1/2021,Luxembourg,55480,8.862959602,625976
4/18/2021,Estonia,117554,8.861707044,1326539
12/2/2020,Andorra,6842,8.855238465,77265
3/11/2021,United States,29288010,8.848270630,331002647
4/29/2021,Netherlands,1515165,8.842580858,17134873
1/26/2021,Czechia,946946,8.842539842,10708982
4/15/2021,Sweden,892480,8.837074363,10099270
1/17/2021,Montenegro,55493,8.835592664,628062
4/24/2021,Lithuania,240522,8.835278815,2722291
3/10/2021,United States,29225536,8.829396461,331002647
1/29/2021,San Marino,2996,8.827862573,33938
1/30/2021,San Marino,2996,8.827862573,33938
3/31/2021,Serbia,600596,8.826328558,6804596
2/24/2021,Israel,763756,8.823896739,8655541
2/19/2021,Slovenia,183396,8.821644960,2078932
4/17/2021,Estonia,117011,8.820773456,1326539
3/9/2021,United States,29167616,8.811898111,331002647
2/26/2021,Luxembourg,55110,8.803851905,625976
2/27/2021,Luxembourg,55110,8.803851905,625976
2/28/2021,Luxembourg,55110,8.803851905,625976
4/5/2021,Bahrain,149791,8.803038112,1701583
4/16/2021,Estonia,116678,8.795670538,1326539
3/8/2021,United States,29109974,8.794483749,331002647
4/28/2021,Netherlands,1506476,8.791871408,17134873
4/23/2021,Lithuania,239263,8.789031004,2722291
12/1/2020,Andorra,6790,8.787937617,77265
3/7/2021,United States,29064938,8.780877816,331002647
1/16/2021,Montenegro,55136,8.778751142,628062
2/18/2021,Slovenia,182484,8.777776281,2078932
1/25/2021,Czechia,940004,8.777715753,10708982
2/23/2021,Israel,759572,8.775557761,8655541
3/6/2021,United States,29023931,8.768489093,331002647
4/14/2021,Sweden,885385,8.766821760,10099270
2/25/2021,Luxembourg,54871,8.765671527,625976
4/15/2021,Estonia,116200,8.759636920,1326539
1/24/2021,Czechia,937617,8.755426053,10708982
3/30/2021,Serbia,595489,8.751276343,6804596
3/5/2021,United States,28965728,8.750905246,331002647
1/28/2021,San Marino,2969,8.748305734,33938
4/4/2021,Bahrain,148817,8.745797296,1701583
4/27/2021,Netherlands,1497806,8.741272842,17134873
4/22/2021,Lithuania,237950,8.740799569,2722291
2/17/2021,Slovenia,181606,8.735543058,2078932
2/24/2021,Luxembourg,54678,8.734839674,625976
3/4/2021,United States,28899277,8.730829576,331002647
11/30/2020,Andorra,6745,8.729696499,77265
2/22/2021,Israel,754998,8.722713000,8655541
4/14/2021,Estonia,115629,8.716592577,1326539
1/23/2021,Czechia,933361,8.715683713,10708982
1/15/2021,Montenegro,54730,8.714107843,628062
3/3/2021,United States,28831226,8.710270525,331002647
4/26/2021,Netherlands,1492437,8.709939082,17134873
3/2/2021,United States,28764033,8.689970688,331002647
4/21/2021,Lithuania,236533,8.688747823,2722291
11/29/2020,Andorra,6712,8.686986346,77265
4/3/2021,Bahrain,147770,8.684266357,1701583
2/16/2021,Slovenia,180520,8.683304697,2078932
2/23/2021,Luxembourg,54354,8.683080501,625976
4/13/2021,Sweden,876506,8.678904515,10099270
4/13/2021,Estonia,115080,8.675206684,1326539
4/25/2021,Netherlands,1486205,8.673568809,17134873
3/1/2021,United States,28706973,8.672732155,331002647
1/27/2021,San Marino,2941,8.665802345,33938
2/21/2021,Israel,750043,8.665466434,8655541
2/28/2021,United States,28648744,8.655140453,331002647
2/22/2021,Luxembourg,54172,8.654005904,625976
1/14/2021,Montenegro,54316,8.648190784,628062
2/15/2021,Slovenia,179780,8.647709497,2078932
4/20/2021,Lithuania,235383,8.646503992,2722291
2/27/2021,United States,28597387,8.639624867,331002647
1/22/2021,Czechia,924847,8.636180358,10708982
2/14/2021,Slovenia,179477,8.633134706,2078932
4/12/2021,Estonia,114443,8.627186988,1326539
4/24/2021,Netherlands,1478144,8.626524399,17134873
2/26/2021,United States,28532812,8.620115959,331002647
2/13/2021,Slovenia,179148,8.617309272,2078932
4/2/2021,Bahrain,146454,8.606926609,1701583
4/11/2021,Estonia,114174,8.606908655,1326539
3/28/2021,Serbia,585506,8.604566678,6804596
3/29/2021,Serbia,585506,8.604566678,6804596
4/19/2021,Lithuania,234232,8.604223428,2722291
2/19/2021,Israel,744513,8.601576724,8655541
2/20/2021,Israel,744513,8.601576724,8655541
2/25/2021,United States,28455466,8.596748775,331002647
2/19/2021,Luxembourg,53782,8.591703196,625976
2/20/2021,Luxembourg,53782,8.591703196,625976
2/21/2021,Luxembourg,53782,8.591703196,625976
1/26/2021,San Marino,2915,8.589192056,33938
4/18/2021,Lithuania,233631,8.582146435,2722291
4/23/2021,Netherlands,1470037,8.579211530,17134873
4/10/2021,Estonia,113736,8.573890402,1326539
2/24/2021,United States,28377965,8.573334762,331002647
1/13/2021,Montenegro,53840,8.572402088,628062
2/18/2021,Israel,741934,8.571780782,8655541
2/12/2021,Slovenia,178133,8.568486127,2078932
1/21/2021,Czechia,917359,8.566257745,10708982
2/18/2021,Luxembourg,53562,8.556558079,625976
11/27/2020,Andorra,6610,8.554973144,77265
11/28/2020,Andorra,6610,8.554973144,77265
4/17/2021,Lithuania,232829,8.552685955,2722291
2/23/2021,United States,28303233,8.550757300,331002647
3/27/2021,Serbia,581617,8.547414130,6804596
4/30/2021,Belgium,990229,8.544105344,11589616
4/1/2021,Bahrain,145380,8.543808912,1701583
2/17/2021,Israel,738629,8.533597149,8655541
2/22/2021,United States,28230970,8.528925752,331002647
4/9/2021,Estonia,113098,8.525795322,1326539
4/22/2021,Netherlands,1460753,8.525029628,17134873
2/11/2021,Slovenia,177140,8.520721216,2078932
2/17/2021,Luxembourg,53329,8.519336205,625976
4/29/2021,Belgium,986622,8.512982656,11589616
1/25/2021,San Marino,2889,8.512581767,33938
2/21/2021,United States,28174750,8.511940994,331002647
4/16/2021,Lithuania,231601,8.507576890,2722291
2/20/2021,United States,28117670,8.494696419,331002647
1/12/2021,Montenegro,53338,8.492473673,628062
4/9/2021,Sweden,857401,8.489732426,10099270
4/10/2021,Sweden,857401,8.489732426,10099270
4/11/2021,Sweden,857401,8.489732426,10099270
4/12/2021,Sweden,857401,8.489732426,10099270
1/20/2021,Czechia,909131,8.489425045,10708982
3/31/2021,Bahrain,144445,8.488860079,1701583
2/16/2021,Israel,734575,8.486760100,8655541
4/28/2021,Belgium,982959,8.481376777,11589616
2/16/2021,Luxembourg,53062,8.476682812,625976
4/8/2021,Estonia,112421,8.474760260,1326539
2/19/2021,United States,28046145,8.473087830,331002647
4/21/2021,Netherlands,1451071,8.468524978,17134873
1/23/2021,San Marino,2874,8.468383523,33938
1/24/2021,San Marino,2874,8.468383523,33938
4/15/2021,Lithuania,230462,8.465737131,2722291
11/26/2020,Andorra,6534,8.456610367,77265
2/10/2021,Slovenia,175795,8.456024536,2078932
2/15/2021,Luxembourg,52923,8.454477488,625976
4/30/2021,Panama,364576,8.449492534,4314768
2/18/2021,United States,27966848,8.449131224,331002647
4/27/2021,Belgium,979034,8.447510254,11589616
4/29/2021,Panama,364218,8.441195448,4314768
3/30/2021,Bahrain,143574,8.437672450,1701583
2/15/2021,Israel,730293,8.437288900,8655541
4/28/2021,Panama,363895,8.433709530,4314768
1/22/2021,San Marino,2861,8.430078378,33938
2/17/2021,United States,27896924,8.428006317,331002647
4/27/2021,Panama,363533,8.425319739,4314768
4/26/2021,Belgium,976088,8.422090948,11589616
4/14/2021,Lithuania,229260,8.421583144,2722291
4/20/2021,Netherlands,1442481,8.418393297,17134873
4/7/2021,Estonia,111664,8.417694467,1326539
4/26/2021,Panama,363165,8.416790891,4314768
4/8/2021,Sweden,849629,8.412776369,10099270
4/25/2021,Panama,362967,8.412202000,4314768
1/11/2021,Montenegro,52819,8.409838519,628062
4/25/2021,Belgium,974418,8.407681497,11589616
2/16/2021,United States,27826806,8.406822801,331002647
4/24/2021,Panama,362696,8.405921245,4314768
3/25/2021,Serbia,571895,8.404540108,6804596
3/26/2021,Serbia,571895,8.404540108,6804596
1/19/2021,Czechia,899503,8.399519207,10708982
4/23/2021,Panama,362358,8.398087684,4314768
2/12/2021,Luxembourg,52539,8.393133283,625976
2/13/2021,Luxembourg,52539,8.393133283,625976
2/14/2021,Luxembourg,52539,8.393133283,625976
4/22/2021,Panama,361992,8.389605189,4314768
2/15/2021,United States,27764087,8.387874614,331002647
2/9/2021,Slovenia,174364,8.387191115,2078932
4/24/2021,Belgium,972041,8.387171758,11589616
3/29/2021,Bahrain,142669,8.384486681,1701583
4/21/2021,Panama,361678,8.382327856,4314768
4/19/2021,Netherlands,1435601,8.378241263,17134873
4/20/2021,Panama,361319,8.374007594,4314768
2/14/2021,United States,27709901,8.371504352,331002647
4/13/2021,Lithuania,227889,8.371221152,2722291
2/8/2021,Slovenia,174000,8.369682125,2078932
2/11/2021,Luxembourg,52392,8.369649955,625976
2/14/2021,Israel,724380,8.368974279,8655541
4/19/2021,Panama,361044,8.367634135,4314768
4/18/2021,Panama,360841,8.362929363,4314768
4/17/2021,Panama,360597,8.357274366,4314768
2/7/2021,Slovenia,173702,8.355347842,2078932
4/23/2021,Belgium,968107,8.353227579,11589616
2/13/2021,United States,27644880,8.351860703,331002647
4/16/2021,Panama,360249,8.349209042,4314768
1/10/2021,Montenegro,52431,8.348061179,628062
1/21/2021,San Marino,2833,8.347574990,33938
2/10/2021,Luxembourg,52247,8.346486127,625976
4/6/2021,Estonia,110680,8.343516474,1326539
2/13/2021,Israel,721846,8.339698235,8655541
4/15/2021,Panama,359830,8.339498207,4314768
4/18/2021,Netherlands,1428440,8.336449298,17134873
